Recency,Frequency,Monetary,AvgPrice
1.8695745216199116,-0.30352853426214543,-0.15843290114205905,0.04559688306602066
-1.038726857121004,0.904597121396649,0.13812663923848006,-0.06519837371199941
-0.8304781164210372,-0.044644465192403775,-0.1515093827596183,-0.06608222111811946
-0.5719624383107336,-0.13093915488231767,0.14622999915031837,-0.04669992382156879
1.3166382101062064,-0.30352853426214543,-0.042190419031408084,0.019038274047410934
3.4924785008679287,-0.47611791364197326,-0.158458937133997,-0.08019015888400192
2.0778232623198782,-0.47611791364197326,-0.19806790276377415,-0.06318371083840738
-0.9166500091244717,0.5594183626369935,0.025869034209697,-0.05383754786062118
-1.0243648750037648,2.3716068461251854,0.12302165296838723,-0.014630814159489166
-0.7945731611279395,-0.3898232239520594,-0.12324388772258622,-0.06883554210807866
0.23230856025465532,-0.3898232239520594,-0.15229183283312128,-0.032554262942469575
-0.6724963131314072,-0.30352853426214543,-0.1816426176393554,-0.051874682689528835
-0.29908477808319095,-0.13093915488231767,0.013241578119802627,-0.034092497003019126
-0.6509533399555486,0.3005342935672518,0.5418688216929543,-0.03647463252516015
-0.9166500091244717,-0.30352853426214543,-0.2002330010407175,-0.0745334840846998
-0.8879260448899935,-0.21723384457223155,-0.14128751529325187,-0.017896289601705372
-0.6006864025452118,0.3868289832571657,-0.0338527351921284,-0.059385928216954015
0.002516846378829916,-0.044644465192403775,-0.1549029687614223,-0.012711056177136394
-0.9740979375934281,-0.47611791364197326,-0.21553873851180544,-0.04991675968162838
1.2663712726958696,-0.30352853426214543,-0.2022754560924796,0.0009880066952570232
-0.8161161343037981,1.853838707985702,0.496271577917454,-0.0063545007930175005
0.05996477484778627,-0.21723384457223155,-0.16860612241296255,-0.02156065358738082
-0.28472279596595185,-0.3898232239520594,-0.1786176464707779,-0.06230950213722705
-0.8951070359486131,0.127944914187424,0.14352088567340887,-0.026707511234815032
1.7403166825647596,-0.47611791364197326,-0.17776805094438236,0.15426482564524008
-0.7945731611279395,1.2497758801563046,0.26741109783698447,-0.030035595163649353
-0.39961865290386456,-0.3898232239520594,-0.16068364412932457,-0.05231491083092073
-0.9812789286520476,0.127944914187424,0.1686223225323004,-0.028405699227340705
0.8642357734131751,0.2142396038773379,-0.09180131651144448,-0.0509396186678808
1.2376473084613915,1.077186500776477,-0.03435152998504448,-0.030854762069050384
2.99699011782318,-0.47611791364197326,-0.2258373436386205,-0.007145620195165382
-1.0459078481796236,-0.3898232239520594,-0.14338135717120723,-0.04573767875321337
-0.9310119912417109,0.041650224497510116,0.11470315354421971,-0.06061195728825168
-0.5719624383107336,0.4731236729470796,0.027934784622666672,-0.04190197288936622
1.4746200133958365,-0.47611791364197326,-0.19677158442833845,-0.03539090803137404
-0.3493517154935277,-0.47611791364197326,-0.16409024812709747,-0.044802618249248055
-0.47142856349006,0.127944914187424,0.1993797360608651,-0.03480358095442677
-0.5647814472521141,-0.13093915488231767,-0.12758093585329872,-0.03294984250551015
1.1299324425820982,-0.47611791364197326,-0.2290061979205392,-0.01606200567923915
-0.9525549644175695,-0.30352853426214543,-0.15891867793900616,-0.06123094471949301
-0.44988559031420133,-0.47611791364197326,-0.19423513068743833,-0.021347097537125777
-0.2775418049073323,-0.21723384457223155,-0.0007294721856252492,-0.04557270355149692
-0.9956409107692867,1.1634811904663906,0.46219937152058177,-0.049209123160828115
-0.7299442416003635,-0.044644465192403775,-0.03929014656105959,-0.0546193614952494
-0.5001525277245381,-0.47611791364197326,-0.14358347868756746,-0.026636240386660053
-0.6365913578383094,-0.13093915488231767,-0.1605774446885251,-0.052443868304632844
0.8426928002373165,-0.30352853426214543,-0.11815590677176932,-0.04636659049483721
-0.9238310001830913,1.2497758801563046,0.2454798855753769,-0.052194983329755335
-0.11956000161770233,-0.47611791364197326,-0.21199647329288226,-0.055313805114724744
-1.0028219018279063,1.1634811904663906,1.3311142890917027,-0.04560339717719226
-0.47860955454867954,0.3005342935672518,-0.181857071994002,-0.09165465633134609
-0.5360574830176359,1.9401333976756157,0.46001371851316103,-0.0416982740983348
0.8139688360028384,-0.3898232239520594,-0.18188790408971797,-0.06004656469918984
1.1155704604648593,-0.3898232239520594,-0.05642936599072359,0.0530932100991012
-0.9812789286520476,0.3005342935672518,0.0055129994603339,-0.04748035627081929
-0.7227632505417441,-0.3898232239520594,-0.14976360098441213,-0.010833529739965658
-0.04056909997288735,-0.30352853426214543,-0.2090626280960875,-0.024932485020226592
-0.9381929823003303,-0.3898232239520594,-0.19520120301987193,-0.014348314817419503
-0.27036081384871274,-0.47611791364197326,-0.20595680832096588,-0.04796677512423183
0.9719506392924684,-0.47611791364197326,-0.20363343861934724,-0.06438505056593148
-1.0171838839451453,1.077186500776477,0.30125514672555864,-0.04800883061673842
0.20358459602017714,-0.3898232239520594,-0.19947727211683508,-0.0662446009217852
-1.038726857121004,-0.044644465192403775,-0.18369740552940386,0.004734801354529944
-0.9310119912417109,-0.30352853426214543,-0.19514570524758318,-0.034801272249607176
-0.3349897333762887,0.3868289832571657,0.09523302767842871,-0.029047696238974238
0.7637018985925016,-0.3898232239520594,-0.18863739242078414,-0.04796262072214256
0.2753945066063726,-0.21723384457223155,0.12417340303279915,-0.060964955079232615
-0.3206277512590496,-0.3898232239520594,-0.22252392108567806,-0.053673934451520154
0.8211498270614579,-0.30352853426214543,-0.09815135791356823,0.07715973302980524
-0.9740979375934281,0.3868289832571657,-0.18310954023775278,-0.0600506844812617
-0.6940392863072659,0.3005342935672518,-0.005169979126406871,-0.05252605961861178
-0.9381929823003303,0.041650224497510116,-0.12239018125009526,-0.05082266691046733
-0.03338810891426781,-0.3898232239520594,-0.2145767771254673,-0.06660866105580714
-1.0028219018279063,0.9908918110865629,0.055511696188708944,0.00554535568281202
-0.9022880270072327,-0.21723384457223155,-0.04825749031062755,-0.04324426742619332
-0.9022880270072327,0.5594183626369935,0.17060927981177365,-0.04845287262494154
